id_produto,nome_medicamento,categoria_regulatoria,numero_registro_produto,data_vencimento_registro,numero_processo,classe_terapeutica,cod_empresa,empresa_detentora_registro,principio_ativo
673,Aminofilina,GENÉRICO,110850024,2025-01-03,25351225914200464,BRONCODILATADORES,06628333000146,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,AMINOFILINA
675,Amoxicilina,GENÉRICO,123520184,2026-01-08,25351389826200571,PENICILINA DE AMPLO ESPECTRO,73663650000190,RANBAXY FARMACÊUTICA LTDA,AMOXICILINA TRI-HIDRATADA
676,Amoxicilina,GENÉRICO,143810111,2027-01-10,25351411959200611,PENICILINA DE AMPLO ESPECTRO,02814497000107,CIMED INDUSTRIA S.A,AMOXICILINA TRI-HIDRATADA +  AMOXICILINA TRIHIDRATADA
678,Amoxicilina + Clavulanato de Potássio,GENÉRICO,100470431,2027-01-07,25351115407200685,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTÁSSIO
680,Amoxicilina + Clavulanato de Potássio,GENÉRICO,100431004,2028-01-05,25351086820200714,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTÁSSIO
681,Amoxicilina + Clavulanato de Potássio,GENÉRICO,167730497,2027-01-01,25351522940201591,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,AMOXICILINA +  CLAVULANATO DE POTÁSSIO
682,Amoxicilina + clavulanato de Potássio,GENÉRICO,104400203,2028-01-02,25351575199201722,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,33173097000274,CELLERA FARMACÊUTICA S.A.,AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTÁSSIO
683,Ampicilina Sódica + Sulbactam Sódico,GENÉRICO,100410214,2027-01-04,25351936314202045,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,49324221000104,FRESENIUS KABI BRASIL LTDA,AMPICILINA SÓDICA +  SULBACTAM SÓDICO
685,Anastrozol,GENÉRICO,100470609,2028-01-05,25351262891201721,AGENTES ANTINEOPLÁSICOS,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,ANASTROZOL
686,Antivirax,SIMILAR,102350406,2028-01-01,250000123959577,ANTIVIROTICOS,57507378000365,EMS S/A,ACICLOVIR
687,Anya,SIMILAR,146820067,2028-01-09,25351510442201079,ANTINEOPLASICO,05035244000123,SUN FARMACÊUTICA DO BRASIL LTDA,ANASTROZOL
688,Archeus,DINAMIZADO,157110001,2027-01-07,25351425969201607,ANSIOLITICOS-ASSOCIACOES MEDICAMENTOSAS + MEDICAMENTOS DINAMIZADOS COMPOSTOS,00974578000149,LOTUSFARMA PRODUTOS FARMACÊUTICOS LTDA,AMMONIUM MURIATICUM +  ANTIMONIUM CRUDUM +  AURUM METALLICUM +  KALIUM CARBONICUM +  MERCURIUS SOLUBILIS +  NATRUM MURIATICUM +  SULPHUR
689,Arpejo,NOVO,102351307,2029-01-08,25351681542201777,ANTIPSICOTICOS,57507378000365,EMS S/A,ARIPIPRAZOL
690,Artane,NOVO,101180604,2027-01-10,25351216592200624,ANTIPARKINSONIANOS,62462015000129,APSEN FARMACEUTICA S/A,CLORIDRATO DE TRIEXIFENIDIL
691,Artroflan,FITOTERÁPICO,178170870,2027-01-03,25351062203201959,AGENTES ANTIINFLAMATÓRIOS/ANTIREUMÁTICOS EM ASSOCIAÇÃO,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.
693,Atacand Comb,NOVO,116180235,2025-01-07,25351486284200826,ANTI-HIPERTENSIVOS SIMPLES,60318797000100,ASTRAZENECA DO BRASIL LTDA,CANDESARTANA CILEXETILA +  FELODIPINO
694,Atorvastatina cálcica,GENÉRICO,118190198,2029-01-10,25351138640201951,ANTILIPEMICOS,92265552000140,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,ATORVASTATINA CÁLCICA
695,Avestria,SIMILAR,100431395,2025-01-11,25351111783202130,ESTROGENOS SIMPLES,61190096000192,EUROFARMA LABORATÓRIOS S.A.,PROMESTRIENO
696,Avonex,BIOLÓGICO,169930001,2028-01-01,25351176509200758,OUTROS PRODUTOS COM ACAO IMUNOPROTETORA,07986222000174,BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA,BETAINTERFERONA 1A
697,Avsola,BIOLÓGICO,102440019,2030-01-12,25351556646201914,ANTINFLAMATORIOS,18774815000193,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,INFLIXIMABE
705,B.BRAUN SOLUÇÃO DE RINGER Nº3,ESPECÍFICO,100850045,2029-01-12,2599201237464,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,31673254000102,LABORATÓRIOS B. BRAUN S/A,CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  CLORETO DE CÁLCIO DIIDRATADO
706,BABYMED,ESPECÍFICO,143810079,2027-01-08,25351168204200268,EMOLIENTES E PROTETORES DA PELE E MUCOSAS,02814497000107,CIMED INDUSTRIA S.A,COLECALCIFEROL +  PALMITATO DE RETINOL +  ÓXIDO DE ZINCO
709,BAC-SULFITRIN,SIMILAR,155840346,2029-01-07,25351555617201109,TRIMETOPRIMA EM ASSOCIACAO COM SULFAS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,SULFAMETOXAZOL +  TRIMETOPRIMA
710,BACFAR,SIMILAR,103850003,2025-01-01,2599100984379,TRIMETOPRIMA EM ASSOCIACAO COM SULFAS,83874628000143,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,SULFAMETOXAZOL +  TRIMETOPRIMA
711,BACIGEN,SIMILAR,107150039,2027-01-06,2599100663272,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,44010437000181,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,BACITRACINA ZÍNCICA +  NEOMICINA
712,BACINA,SIMILAR,105710082,2027-01-10,250000022649734,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,18324343000177,BELFAR LTDA,BACITRACINA ZÍNCICA +  SULFATO DE NEOMICINA
713,BACINANTRAT,SIMILAR,105350093,2027-01-03,250000276849689,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,17115437000173,LABORATÓRIO GLOBO SA,BACITRACINA ZÍNCICA +  SULFATO DE NEOMICINA
714,BACINEO,,172870452,2013-01-12,25351516630201180,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,02932074000191,HYPERA S.A.,BACITRACINA +  SULFATO DE NEOMICINA
715,BACLOFEN,SIMILAR,103700111,2026-01-07,250000233079652,RELAXANTES MUSCULARES CENTRAIS SIMPLES,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,BACLOFENO
716,BACLOFENO,GENÉRICO,104971385,2025-01-07,25351730671201354,RELAXANTES MUSCULARES CENTRAIS SIMPLES,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BACLOFENO
717,BACLON,SIMILAR,104971396,2026-01-02,25351735982201590,RELAXANTES MUSCULARES CENTRAIS SIMPLES,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BACLOFENO
718,BACROCIN,SIMILAR,119610021,2026-01-06,25351449342202027,ANTINFECCIOSOS TOPICOS,27011022000103,BL INDÚSTRIA OTICA LTDA,MUPIROCINA
719,BACTERACIN,SIMILAR,103700638,2025-01-07,25351720793201431,TRIMETOPRIMA EM ASSOCIACAO COM SULFAS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,SULFAMETOXAZOL +  TRIMETOPRIMA
720,BACTODERM,SIMILAR,106890005,2025-01-09,2599100577480,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,92695691000103,KLEY HERTZ FARMACEUTICA S.A,BACITRACINA +  SULFATO DE NEOMICINA
721,BACTOMAX,SIMILAR,102980288,2026-01-10,253510180990119,ANTIBIOTICOS SISTEMICOS SIMPLES,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,TEICOPLANINA
724,BACTRONEO,SIMILAR,155840342,2025-01-04,25351543238201132,ANTINFECCIOSOS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,MUPIROCINA
725,BACTROPIN,SIMILAR,143810006,2027-01-07,2500100227582,TRIMETOPRIMA EM ASSOCIACAO COM SULFAS,02814497000107,CIMED INDUSTRIA S.A,SULFAMETOXAZOL +  TRIMETOPRIMA
726,BAHIAFARMA INSULINA HUMANA NPH,,198830004,2027-01-07,25351262951201778,ANTIDIABETICOS,13078518000190,"FUNDAÇÃO BAIANA DE PESQ. CIENTIFICA E DESENV.  TECNOLOGICO, FOR",INSULINA HUMANA
727,BAHIAFARMA INSULINA HUMANA R,,198830005,2027-01-07,25351262873201710,ANTIDIABETICOS,13078518000190,"FUNDAÇÃO BAIANA DE PESQ. CIENTIFICA E DESENV.  TECNOLOGICO, FOR",INSULINA HUMANA
728,BALSAMO BENGUE,ESPECÍFICO,102351067,2029-01-10,25351657280201012,ANTINFLAMATORIOS ANTIREUMATICOS,57507378000365,EMS S/A,MENTOL +  SALICILATO DE METILA
729,BAMIFIX,SIMILAR,100580055,2025-01-02,2599201312546,ANTIASMATICOS,61363032000146,CHIESI FARMACÊUTICA LTDA,CLORIDRATO DE BAMIFILINA
730,BARACLUDE,NOVO,101800377,2025-01-07,25351003184200523,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),56998982000107,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,ENTECAVIR
734,BASENA ENEMA DE GLICERINA A 12%,ESPECÍFICO,107250292,2025-01-07,25351161416200567,ENEMAS,88610555000104,INDUSTRIA FARMACEUTICA BASA LTDA,GLICEROL
735,BASHAV,SIMILAR,110130292,2032-01-03,25351850009202148,BRONCODILATADORES,44363661000157,GLENMARK FARMACÊUTICA LTDA,SULFATO DE SALBUTAMOL MICRONIZADO
736,BAVENCIO,BIOLÓGICO,100890403,2028-01-06,25351423162201735,ANTINEOPLASICO,33069212000184,MERCK S/A,AVELUMABE
738,BAXTER GLICOSE,ESPECÍFICO,106830070,2027-01-10,2500100874286,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,49351786000261,BAXTER HOSPITALAR LTDA,GLICOSE
739,BAXTER SOLUÇÃO DE RINGER COM LACTATO,ESPECÍFICO,106830067,2027-01-10,2500100874586,REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL,49351786000261,BAXTER HOSPITALAR LTDA,CLORETO DE CÁLCIO +  CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  LACTATO DE SÓDIO
740,BAXTER SORBITOL,NOVO,106830085,2028-01-09,250000201369493,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,49351786000261,BAXTER HOSPITALAR LTDA,SORBITOL
741,BAYCUTEN N,NOVO,170560023,2027-01-02,25351212211200719,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,18459628000115,BAYER S.A.,ACETATO DE DEXAMETASONA +  CLOTRIMAZOL
742,BAYRO,,170560026,2010-01-03,25351209991200710,ANTINFLAMATORIOS ANTIREUMATICOS,18459628000115,BAYER S.A.,ETOFENAMATO
745,BECA,SIMILAR,103110172,2029-01-05,25351095572201928,BETABLOQUEADORES SIMPLES,01571702000198,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,TARTARATO DE METOPROLOL
746,BECLONATO,SIMILAR,155840466,2025-01-05,25351417718201496,GLICOCORTICOIDES SISTEMICOS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,DIPROPIONATO DE BETAMETASONA +  FOSFATO DISSÓDICO DE BETAMETASONA
747,BECLOSOL,NOVO,101070188,2028-01-06,25351050968200389,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,33247743000110,GLAXOSMITHKLINE BRASIL LTDA,DIPROPIONATO DE BECLOMETASONA
748,BEDFORDPOLY - B,SIMILAR,127480011,2025-01-11,253510016220098,ANTIBIOTICOS SISTEMICOS SIMPLES,38909503000157,OPEM REPRESENTAÇÃO IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA,SULFATO DE POLIMIXINA B
749,BEFOLIK,ESPECÍFICO,143810137,2029-01-06,25351802066200862,ANTIANEMICOS,02814497000107,CIMED INDUSTRIA S.A,ÁCIDO FÓLICO
753,BELCOMPLEX,ESPECÍFICO,105710005,2026-01-08,2599200735676,POLIVITAMINICOS SEM MINERAIS,18324343000177,BELFAR LTDA,CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA +  NICOTINAMIDA +  PANTOTENATO DE CALCIO +  FOSFATO SÓDICO DE RIBOFLAVINA
754,BELCOMPLEX B,ESPECÍFICO,105710151,2025-01-09,25351047533201342,POLIVITAMINICOS COM MINERAIS,18324343000177,BELFAR LTDA,CLORIDRATO DE PIRIDOXINA +  MONONITRATO DE TIAMINA +  NICOTINAMIDA +  PANTOTENATO DE CÁLCIO +  RIBOFLAVINA
756,BELFAREN,SIMILAR,105710120,2026-01-03,250000090969013,ANTINFLAMATORIOS,18324343000177,BELFAR LTDA,DICLOFENACO SÓDICO
757,BELFLARZOL,SIMILAR,105710153,2029-01-08,25351082563201977,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,18324343000177,BELFAR LTDA,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
758,BELMIRAX,SIMILAR,105710032,2025-01-05,2500100735276,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,18324343000177,BELFAR LTDA,MEBENDAZOL
759,BELPELE,SIMILAR,103900128,2029-01-08,250000218619901,PRODUTOS ANTI-ACNE,33349473000158,FARMOQUÍMICA S/A,ADAPALENO
760,BELPIDEX,SIMILAR,105710037,2005-01-01,2500101849684,LAXANTES IRRITANTES OU ESTIMULANTES,18324343000177,BELFAR LTDA,BISACODIL +  DOCUSATO SODICO +  FENOLFTALEÍNA +  FUCUS VESICULOSUS L. +  SAL +  TIREOIDINA
762,BELTAZIN,SIMILAR,105730775,2027-01-07,25351639037202114,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,ALBENDAZOL
763,BEMARI,SIMILAR,126750407,2032-01-01,25351623044201467,ANTICONCEPCIONAIS,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,ACETATO DE CLORMADINONA +  ETINILESTRADIOL
764,BENALET,NOVO,112363428,2027-01-09,25351030045201978,ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS,51780468000187,JANSSEN-CILAG FARMACÊUTICA LTDA,CITRATO DE SÓDIO +  CLORETO DE AMÔNIO +  CLORIDRATO DE DIFENIDRAMINA
766,BENATUX,SIMILAR,115600099,2025-01-12,250000544859978,PRODUTOS PARA OROFARINGE,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,CITRATO DE SÓDIO DI-HIDRATADO +  CLORETO DE AMÔNIO +  CLORIDRATO DE DIFENIDRAMINA
767,BENECTRIN,SIMILAR,167730253,2025-01-08,25351663380201018,TRIMETOPRIMA EM ASSOCIACAO COM SULFAS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,SULFAMETOXAZOL +  TRIMETOPRIMA
768,BENEFIX,BIOLÓGICO,121100451,2028-01-08,25351190299201944,ANTI-HEMORRAGICOS,61072393000133,WYETH INDÚSTRIA FARMACÊUTICA LTDA,ALFANONACOGUE
770,BENEGRIP MULTI DIA,SIMILAR,178170869,2029-01-03,25351688008201872,ANALGESICOS NAO NARCOTICOS,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,CLORIDRATO DE FENILEFRINA +  PARACETAMOL
771,BENEGRIP MULTI NOITE,SIMILAR,178170868,2029-01-03,25351687973201828,PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,CLORIDRATO DE FENILEFRINA +  MALEATO DE CARBINOXAMINA +  PARACETAMOL
772,BENEROC,ESPECÍFICO,170560017,2025-01-11,25351212381200701,POLIVITAMINICOS SEM MINERAIS,18459628000115,BAYER S.A.,CLORIDRATO DE PIRIDOXINA +  MONONITRATO DE TIAMINA +  NICOTINAMIDA +  PANTOTENATO DE CÁLCIO +  RIBOFLAVINA
775,BENEUM,ESPECÍFICO,103700261,2029-01-09,250000093079965,VITAMINAS E SUPLEMENTOS MINERAIS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE TIAMINA
776,BENEVAT,SIMILAR,103700183,2027-01-03,250000069239630,CORTICOSTEROIDES TOPICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,VALERATO DE BETAMETASONA
777,BENEVRAN,SIMILAR,167730602,2028-01-10,25351055602201530,ANTINFLAMATORIOS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,DICLOFENACO DIETILAMÔNIO
778,BENEVRAN,SIMILAR,167730616,2029-01-02,25351055597201565,ANTINFLAMATORIOS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,DICLOFENACO POTÁSSICO
780,BENICAR HCT,NOVO,104540173,2029-01-10,25351040170200418,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,60874187000184,DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA,HIDROCLOROTIAZIDA +  OLMESARTANA MEDOXOMILA
781,BENICAR TRIPLO,NOVO,104540190,2031-01-03,25351799163201813,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,60874187000184,DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA,BESILATO DE ANLODIPINO +  HIDROCLOROTIAZIDA +  OLMESARTANA MEDOXOMILA
782,BENICARANLO,NOVO,104540175,2028-01-04,25351243637200714,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,60874187000184,DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA,BESILATO DE ANLODIPINO +  OLMESARTANA MEDOXOMILA
786,BENZAPEN G,SIMILAR,103700158,2026-01-12,250000215279505,PENICILINA G E DERIVADOS (BENZILPENICILINAS),17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,BENZILPENICILINA PROCAÍNA
787,BENZETACIL,NOVO,100430686,2027-01-03,2599200568252,PENICILINA G E DERIVADOS (BENZILPENICILINAS),61190096000192,EUROFARMA LABORATÓRIOS S.A.,BENZILPENICILINA BENZATINA
788,BENZEVIT,SIMILAR,103850004,2029-01-08,2599100599177,OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS,83874628000143,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,NISTATINA +  ÓXIDO DE ZINCO
791,BENZIFLEX LIS,SIMILAR,102351167,2026-01-08,25351029882201521,ANALGESICOS,57507378000365,EMS S/A,CLONIXINATO DE LISINA +  CLORIDRATO DE CICLOBENZAPRINA
792,BENZIN,SIMILAR,105350088,2026-01-06,2500002434694,ESCABICIDAS E OUTROS ECTOPARASITICIDAS,17115437000173,LABORATÓRIO GLOBO SA,BENZOATO DE BENZILA
793,BENZOATO DE BENZILA,SIMILAR,112080017,2027-01-11,250000391979603,ANTIPARASITARIOS,00394452000103,COMANDO DO EXÉRCITO,BENZOATO DE BENZILA
794,BENZOATO DE SODIO ASSOCIADO,SIMILAR,122830036,2001-01-10,2599200398335,ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS,67866665000234,DM INDÚSTRIA FARMACÊUTICA LTDA,
795,BENZODERM,SIMILAR,117170002,2027-01-10,250000410049611,ESCABICIDAS E OUTROS ECTOPARASITICIDAS,25773037000183,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A,BENZOATO DE BENZILA
796,BENZOILMETRONIDAZOL,GENÉRICO,102350492,2026-01-03,253510286640049,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS",57507378000365,EMS S/A,BENZOILMETRONIDAZOL
797,BENZOILMETRONIDAZOL,GENÉRICO,105710154,2029-01-09,25351399452201905,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS",18324343000177,BELFAR LTDA,BENZOILMETRONIDAZOL
798,BENZOL,SIMILAR,120190008,2029-01-03,250000153339283,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,33408105000133,GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA,ALBENDAZOL
800,BEPANTRIZ,ESPECÍFICO,143810133,2029-01-04,25351740813200845,OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS,02814497000107,CIMED INDUSTRIA S.A,DEXPANTENOL
801,BEPEBEN,SIMILAR,103700100,2026-01-05,250000217879518,PENICILINA G E DERIVADOS (BENZILPENICILINAS),17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,PENICILINA G BENZATINA
803,BERBERIS-HOMACCORD,DINAMIZADO,161980014,2025-01-08,25351372883200911,MEDICAMENTOS DINAMIZADOS COMPOSTOS,05994539000127,HEEL DO BRASIL BIOMÉDICA LTDA,BERBERIS VULGARIS L. +  CITRULLUS COLOCYNTHIS +  VERATRUM ALBUM
805,BERIATE P,SIMILAR,101510112,2027-01-12,250000060919255,FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA,62969589000198,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,FATOR VIII DE COAGULAÇÃO
807,BERIPLAST P,SIMILAR,101510113,2028-01-05,250000034599052,PRODUTOS PARA USO EM CIRURGIA,62969589000198,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,APROTININA +  FIBRINOGÊNIO +  TROMBINA +  FATOR XIII
808,BERIPLEX P/N,BIOLÓGICO,101510117,2026-01-07,253510043820173,FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA,62969589000198,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,FATOR II DE COAGULAÇÃO +  FATOR IX DE COAGULAÇÃO +  FATOR VII DE COAGULAÇÃO +  FATOR X DE COAGULAÇÃO  +  PROTEÍNA C +  PROTEÍNA S
811,BEROTEC,NOVO,103670006,2029-01-03,2599202025373,BRONCODILATADORES,60831658000177,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,BROMIDRATO DE FENOTEROL
812,BESEROL,SIMILAR,101430072,2025-01-03,25351345216201769,ANTINFLAMATORIOS,33026055000120,MEGALABS FARMACEUTICA S.A.,CAFEÍNA +  CARISOPRODOL +  DICLOFENACO SÓDICO +  PARACETAMOL
813,BESILAPIN,SIMILAR,154230243,2026-01-09,25351210913201659,ANTI-HIPERTENSIVOS SIMPLES,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,BESILATO DE ANLODIPINO
814,BESILATO DE AMLODIPINA,SIMILAR,152130017,2012-01-10,253510388910118,ANTI-HIPERTENSIVOS,04087154000113,LABORATORIO GENOMA INDUSTRIA COM EXP E IMPORTACAO LTDA,
815,BESILATO DE ANLODIPINO,GENÉRICO,102350536,2027-01-05,253510161220150,ANTI-HIPERTENSIVOS SIMPLES,57507378000365,EMS S/A,BESILATO DE ANLODIPINO
817,BESILATO DE ANLODIPINO,GENÉRICO,102980341,2029-01-06,25351059232200376,ANTI-HIPERTENSIVOS SIMPLES,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,BESILATO DE ANLODIPINO
819,BESILATO DE ANLODIPINO,GENÉRICO,143810161,2028-01-10,25351000677201143,ANTI-HIPERTENSIVOS SIMPLES,02814497000107,CIMED INDUSTRIA S.A,BESILATO DE ANLODIPINO
820,BESILATO DE ANLODIPINO,GENÉRICO,154230207,2028-01-11,25351448867201130,ANTI-HIPERTENSIVOS SIMPLES,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,BESILATO DE ANLODIPINO
822,BESILATO DE ANLODIPINO,GENÉRICO,104810103,2025-01-11,25351741345201471,ANTI-HIPERTENSIVOS SIMPLES,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA,BESILATO DE ANLODIPINO
823,BESILATO DE ANLODIPINO,GENÉRICO,103920187,2028-01-08,25351284794201832,ANTI-HIPERTENSIVOS,30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,BESILATO DE ANLODIPINO
825,BESILATO DE ANLODIPINO,GENÉRICO,109740310,2028-01-07,25351371570202084,ANTI-HIPERTENSIVOS SIMPLES,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,BESILATO DE ANLODIPINO
826,BESILATO DE ANLODIPINO + LOSARTANA POTÁSSICA,GENÉRICO,102351130,2026-01-03,25351703010201399,ANTI-HIPERTENSIVOS,57507378000365,EMS S/A,BESILATO DE ANLODIPINO +  LOSARTANA POTÁSSICA
827,BESILATO DE ANLODIPINO + LOSARTANA POTÁSSICA,GENÉRICO,105830945,2028-01-11,25351309419201811,ANTI-HIPERTENSIVOS,45992062000165,GERMED FARMACEUTICA LTDA,BESILATO DE ANLODIPINO +  LOSARTANA POTÁSSICA
828,BESOMED,DINAMIZADO,102660171,2027-01-01,25351354392201057,MEDICAMENTOS DINAMIZADOS COMPOSTOS,60862208000141,FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA,CALCAREA CARBONICA +  FUCUS VESICULOSUS L. +  THYROIDINUM
831,BETACORTAZOL,SIMILAR,105710094,2029-01-06,250000141679947,ANTIMICOTICOS PARA USO TOPICO,18324343000177,BELFAR LTDA,BETAMETASONA +  CETOCONAZOL +  SULFATO DE NEOMICINA
833,BETADINE,SIMILAR,105730410,2026-01-12,25351802757201019,ANTIVERTIGINOSOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,DICLORIDRATO DE BETAISTINA
836,BETAFERON,BIOLÓGICO,170560053,2026-01-03,25351092959200870,IMUNOMODULADOR,18459628000115,BAYER S.A.,BETAINTERFERONA 1B
837,BETALOR,NOVO,105730575,2028-01-09,25351676172201837,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,ATENOLOL +  BESILATO DE ANLODIPINO
838,BETAMETASONA,GENÉRICO,102350568,2007-01-11,25351169341200210,GLICOCORTICOIDES SISTEMICOS,57507378000365,EMS S/A,BETAMETASONA
839,BETAMETASONA,GENÉRICO,102350570,2027-01-11,25351169796200235,GLICOCORTICOIDES SISTEMICOS,57507378000365,EMS S/A,BETAMETASONA
840,BETAMETASONA,GENÉRICO,100430818,2012-01-12,25351175892200212,GLICOCORTICOIDES SISTEMICOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,BETAMETASONA
841,BETAMETASONA,GENÉRICO,125680060,2028-01-01,25351202603200265,GLICOCORTICOIDES SISTEMICOS,73856593000166,PRATI DONADUZZI & CIA LTDA,BETAMETASONA
