id_loja,cod,varejista,nlj,tipo,cep,lat_long
3175,1084658829652011804,RETAILER 4,STORE 25596,STORE TYPE 14,11201,"40.69,-73.99"
3176,1084664155870820547,RETAILER 7,STORE 07504,STORE TYPE 20,22556,"38.47,-77.52"
3177,1084860323717110833,RETAILER 1,STORE 20513,STORE TYPE 24,30817,"33.78,-82.43"
3178,1085015393520832892,RETAILER 4,STORE 17610,STORE TYPE 14,37075,"36.34,-86.61"
3179,1085841989109191310,RETAILER 7,STORE 21599,STORE TYPE 20,74820,"34.79,-96.72"
3180,1086071690079056922,RETAILER 6,STORE 11356,STORE TYPE 23,23693,"37.12,-76.45"
3181,1086620867453439127,RETAILER 1,STORE 27587,STORE TYPE 24,39556,"30.44,-89.44"
3182,1087151438804336012,RETAILER 1,STORE 18003,STORE TYPE 24,31023,"32.18,-83.20"
3183,1087753092411653178,RETAILER 1,STORE 11592,STORE TYPE 24,77808,"30.80,-96.31"
3184,1087787465405518587,RETAILER 1,STORE 17153,STORE TYPE 24,68372,"40.61,-96.60"
3185,1087940635999880081,RETAILER 1,STORE 10084,STORE TYPE 18,20744,"38.76,-76.98"
3186,1088735506420125365,RETAILER 6,STORE 27601,STORE TYPE 23,36535,"30.38,-87.73"
3187,1090851836632670297,RETAILER 1,STORE 25229,STORE TYPE 18,67401,"38.83,-97.65"
3188,1091518863623008989,RETAILER 1,STORE 13270,STORE TYPE 24,80810,"38.82,-102.43"
3189,1091524175715599533,RETAILER 6,STORE 31517,STORE TYPE 23,28390,"35.22,-78.96"
3190,1092175903762112395,RETAILER 6,STORE 33899,STORE TYPE 23,38635,"34.77,-89.49"
3191,1092190462613684288,RETAILER 6,STORE 28477,STORE TYPE 23,32653,"29.75,-82.39"
3192,1092543282926601883,RETAILER 4,STORE 30023,STORE TYPE 14,78223,"29.31,-98.39"
3193,1094164594496925346,RETAILER 1,STORE 20294,STORE TYPE 24,67104,"37.27,-98.66"
3194,1094266505466108097,RETAILER 1,STORE 17063,STORE TYPE 24,29718,"34.62,-80.33"
3195,1094582543845473794,RETAILER 7,STORE 33662,STORE TYPE 20,24502,"37.36,-79.22"
3196,1094724690472973868,RETAILER 6,STORE 12764,STORE TYPE 23,01607,"42.23,-71.79"
3197,1095374607777005648,RETAILER 4,STORE 09815,STORE TYPE 14,40207,"38.27,-85.66"
3198,1095464397804148665,RETAILER 1,STORE 02001,STORE TYPE 24,58621,"47.09,-103.93"
3199,1095692459467184395,RETAILER 1,STORE 32597,STORE TYPE 24,51455,"41.91,-95.06"
3200,1095973813867220541,RETAILER 1,STORE 20276,STORE TYPE 24,49304,"43.91,-85.87"
3201,1096969482830237374,RETAILER 1,STORE 11251,STORE TYPE 24,75662,"32.38,-94.87"
3202,1097276677102296241,RETAILER 6,STORE 05670,STORE TYPE 03,78504,"26.27,-98.24"
3203,1097499042320083240,RETAILER 6,STORE 25093,STORE TYPE 23,37692,"36.19,-82.30"
3204,1097548229654936473,RETAILER 1,STORE 08404,STORE TYPE 18,30309,"33.80,-84.39"
3205,1097854934493094702,RETAILER 6,STORE 07573,STORE TYPE 23,33513,"28.71,-82.19"
3206,1097978630310789457,RETAILER 1,STORE 26452,STORE TYPE 24,30132,"34.00,-84.85"
3207,1098026357163073711,RETAILER 1,STORE 09536,STORE TYPE 24,70767,"30.48,-91.33"
3208,1098046420924782294,RETAILER 6,STORE 08813,STORE TYPE 03,33578,"27.86,-82.35"
3209,1098088063643227464,RETAILER 6,STORE 24235,STORE TYPE 23,66061,"38.89,-94.88"
3210,1098167199479963997,RETAILER 1,STORE 33402,STORE TYPE 24,71449,"31.55,-93.51"
3211,1098381131365736300,RETAILER 1,STORE 15145,STORE TYPE 18,08742,"40.08,-74.06"
3212,1098656827522396845,RETAILER 7,STORE 29302,STORE TYPE 20,66502,"39.16,-96.52"
3213,1099088519916385335,RETAILER 1,STORE 27817,STORE TYPE 18,80911,"38.75,-104.72"
3214,1099096226649203964,RETAILER 6,STORE 29727,STORE TYPE 23,37604,"36.30,-82.38"
3215,1099639040885964787,RETAILER 5,STORE 17750,STORE TYPE 06,02467,"42.31,-71.15"
3216,1099948982861170638,RETAILER 1,STORE 01167,STORE TYPE 18,64804,"37.02,-94.51"
3217,1100008023096838061,RETAILER 1,STORE 26681,STORE TYPE 24,30157,"33.88,-84.87"
3218,1100129308905816292,RETAILER 7,STORE 04114,STORE TYPE 20,30014,"33.58,-83.82"
3219,1100724772505295497,RETAILER 7,STORE 12642,STORE TYPE 20,08807,"40.59,-74.62"
3220,1101252260352605791,RETAILER 1,STORE 09891,STORE TYPE 24,31750,"31.74,-83.22"
3221,1101611791268624573,RETAILER 1,STORE 28226,STORE TYPE 24,33801,"28.04,-81.90"
3222,1101737008123020308,RETAILER 1,STORE 25013,STORE TYPE 18,52761,"41.44,-91.06"
3223,1102359412602984580,RETAILER 1,STORE 33298,STORE TYPE 24,30752,"34.91,-85.54"
3224,1102406080010548549,RETAILER 7,STORE 22067,STORE TYPE 20,85308,"33.66,-112.18"
3225,1102824188617836263,RETAILER 1,STORE 20974,STORE TYPE 15,35111,"33.28,-87.09"
3226,1102858327884731710,RETAILER 6,STORE 33155,STORE TYPE 23,03451,"42.81,-72.50"
3227,1103115260997199701,RETAILER 1,STORE 19735,STORE TYPE 24,74804,"35.39,-96.92"
3228,1103272567936282867,RETAILER 1,STORE 10254,STORE TYPE 24,13601,"43.97,-75.91"
3229,1103392613860075778,RETAILER 7,STORE 10747,STORE TYPE 20,57106,"43.51,-96.84"
3230,1103592799908338292,RETAILER 1,STORE 13242,STORE TYPE 24,30523,"34.71,-83.55"
3231,1103944783155528855,RETAILER 1,STORE 28411,STORE TYPE 24,52306,"41.89,-91.25"
3232,1104050201888634005,RETAILER 6,STORE 24960,STORE TYPE 23,37087,"36.26,-86.27"
3233,1104507187977437613,RETAILER 1,STORE 13599,STORE TYPE 18,36109,"32.39,-86.24"
3234,1104607019549822726,RETAILER 1,STORE 19975,STORE TYPE 18,43616,"41.66,-83.41"
3235,1105124465790716809,RETAILER 4,STORE 01729,STORE TYPE 14,33073,"26.30,-80.18"
3236,1105163630576723665,RETAILER 1,STORE 13926,STORE TYPE 24,70380,"29.73,-91.13"
3237,1105546496735308484,RETAILER 1,STORE 05478,STORE TYPE 24,74849,"34.98,-96.74"
3238,1106155118139633333,RETAILER 1,STORE 07194,STORE TYPE 24,77514,"29.70,-94.60"
3239,1106484550368824622,RETAILER 7,STORE 33763,STORE TYPE 20,98409,"47.21,-122.47"
3240,1106586311924261807,RETAILER 1,STORE 02660,STORE TYPE 24,28655,"35.76,-81.75"
3241,1106707414614185821,RETAILER 1,STORE 26321,STORE TYPE 24,75956,"30.68,-93.98"
3242,1107237121895116032,RETAILER 7,STORE 00550,STORE TYPE 20,86001,"35.29,-111.64"
3243,1107426451959763436,RETAILER 4,STORE 32995,STORE TYPE 14,08837,"40.51,-74.34"
3244,1107658361548985759,RETAILER 6,STORE 26430,STORE TYPE 23,30519,"34.09,-83.95"
3245,1108348725135457676,RETAILER 1,STORE 11940,STORE TYPE 24,37683,"36.45,-81.82"
3246,1108770433519906925,RETAILER 1,STORE 12209,STORE TYPE 24,97325,"44.83,-122.85"
3247,1109837884870071703,RETAILER 1,STORE 22227,STORE TYPE 24,85616,"31.70,-110.32"
3248,1110161381186010510,RETAILER 1,STORE 29517,STORE TYPE 24,01257,"42.09,-73.37"
3249,1111247620187702260,RETAILER 6,STORE 24298,STORE TYPE 23,20876,"39.21,-77.24"
3250,1111282801317097742,RETAILER 6,STORE 17456,STORE TYPE 23,95035,"37.44,-121.87"
3251,1111563249339670770,RETAILER 6,STORE 26365,STORE TYPE 23,35650,"34.45,-87.31"
3252,1111619281077394880,RETAILER 6,STORE 14853,STORE TYPE 16,06067,"41.66,-72.66"
3253,1111976895363607447,RETAILER 1,STORE 27722,STORE TYPE 18,42303,"37.76,-87.05"
3254,1112101954177162301,RETAILER 1,STORE 01609,STORE TYPE 24,75462,"33.62,-95.49"
3255,1112571081624127606,RETAILER 6,STORE 33589,STORE TYPE 23,29209,"33.93,-80.95"
3256,1113099244861405703,RETAILER 6,STORE 24289,STORE TYPE 23,61282,"41.50,-90.41"
3257,1113151541917799400,RETAILER 1,STORE 08191,STORE TYPE 24,17815,"41.02,-76.42"
3258,1113397659390689629,RETAILER 1,STORE 19450,STORE TYPE 15,28168,"35.55,-81.43"
3259,1113463633580432466,RETAILER 7,STORE 12962,STORE TYPE 20,64081,"38.91,-94.40"
3260,1113581814198445567,RETAILER 6,STORE 32461,STORE TYPE 23,35146,"33.80,-86.45"
3261,1113705424653081648,RETAILER 6,STORE 28850,STORE TYPE 23,46755,"41.45,-85.28"
3262,1114536656542202850,RETAILER 6,STORE 05940,STORE TYPE 23,97850,"45.30,-118.11"
3263,1114841887753741937,RETAILER 1,STORE 16659,STORE TYPE 24,42029,"37.01,-88.39"
3264,1114931537908545693,RETAILER 1,STORE 11841,STORE TYPE 24,78043,"27.55,-99.27"
3265,1115498390876623857,RETAILER 7,STORE 10432,STORE TYPE 20,80023,"39.98,-105.01"
3266,1116374409794060779,RETAILER 6,STORE 07904,STORE TYPE 23,47362,"39.93,-85.37"
3267,1116624829209029273,RETAILER 1,STORE 11467,STORE TYPE 24,30143,"34.46,-84.43"
3268,1117061919976994816,RETAILER 6,STORE 24923,STORE TYPE 23,53022,"43.23,-88.12"
3269,1117373579039131051,RETAILER 1,STORE 34257,STORE TYPE 24,78239,"29.52,-98.36"
3270,1117954447057919731,RETAILER 1,STORE 13726,STORE TYPE 15,75147,"32.44,-96.08"
3271,1118225933699041216,RETAILER 1,STORE 21542,STORE TYPE 24,36870,"32.48,-85.12"
3272,1118698286885957967,RETAILER 1,STORE 04602,STORE TYPE 24,47471,"39.14,-87.01"
3273,1118814821714208549,RETAILER 1,STORE 21580,STORE TYPE 18,77706,"30.10,-94.17"
3274,1118836464208714702,RETAILER 1,STORE 32401,STORE TYPE 18,67211,"37.67,-97.32"
3275,1119114629556981194,RETAILER 4,STORE 02173,STORE TYPE 14,18109,"40.64,-75.44"
3276,1119708110329311852,RETAILER 7,STORE 06523,STORE TYPE 20,85741,"32.34,-111.04"
3277,1120555204980671626,RETAILER 6,STORE 27069,STORE TYPE 23,28584,"34.74,-77.08"
3278,1120934179828214903,RETAILER 1,STORE 32970,STORE TYPE 24,49644,"44.10,-85.91"
3279,1121059292419043503,RETAILER 1,STORE 04146,STORE TYPE 18,02809,"41.68,-71.27"
3280,1121190252702204397,RETAILER 1,STORE 15416,STORE TYPE 18,33131,"25.77,-80.18"
3281,1121325883952393508,RETAILER 7,STORE 29926,STORE TYPE 20,66062,"38.84,-94.78"
3282,1121412054232172875,RETAILER 6,STORE 27099,STORE TYPE 23,26101,"39.24,-81.58"
3283,1122148539991668342,RETAILER 1,STORE 02578,STORE TYPE 18,37211,"36.07,-86.72"
3284,1122219947971981059,RETAILER 1,STORE 13683,STORE TYPE 18,39553,"30.41,-88.64"
3285,1122413783585478003,RETAILER 1,STORE 08055,STORE TYPE 24,46106,"39.51,-86.21"
3286,1124010620945928596,RETAILER 4,STORE 29362,STORE TYPE 14,22192,"38.68,-77.31"
3287,1124261622013529072,RETAILER 1,STORE 18268,STORE TYPE 18,28613,"35.74,-81.21"
3288,1124758710190016731,RETAILER 6,STORE 12675,STORE TYPE 23,76114,"32.77,-97.40"
3289,1125033702824437044,RETAILER 7,STORE 18305,STORE TYPE 20,08724,"40.09,-74.11"
3290,1126027860813518932,RETAILER 1,STORE 06475,STORE TYPE 24,71965,"34.67,-93.75"
3291,1126039938402486831,RETAILER 1,STORE 30197,STORE TYPE 24,41465,"37.73,-83.09"
3292,1126513802836938587,RETAILER 1,STORE 22878,STORE TYPE 24,33034,"25.26,-80.67"
3293,1126894521556514672,RETAILER 1,STORE 02804,STORE TYPE 24,77630,"30.07,-93.87"
3294,1127187851734711916,RETAILER 6,STORE 04933,STORE TYPE 23,36801,"32.69,-85.40"
3295,1127432703578331656,RETAILER 1,STORE 12359,STORE TYPE 24,24352,"36.71,-80.53"
3296,1127706334053148215,RETAILER 1,STORE 22274,STORE TYPE 24,64131,"38.94,-94.59"
3297,1128422219468749594,RETAILER 1,STORE 10821,STORE TYPE 29,37122,"36.18,-86.49"
3298,1128566780637754051,RETAILER 1,STORE 28852,STORE TYPE 24,21740,"39.63,-77.74"
3299,1128966109430175652,RETAILER 6,STORE 16361,STORE TYPE 23,04412,"44.78,-68.73"
3300,1129305830334603544,RETAILER 1,STORE 09517,STORE TYPE 24,38701,"33.31,-91.04"
3301,1129859750008549854,RETAILER 7,STORE 22820,STORE TYPE 20,29466,"32.88,-79.79"
3302,1130487663464089226,RETAILER 1,STORE 12963,STORE TYPE 29,16055,"40.72,-79.75"
3303,1130599759753974581,RETAILER 6,STORE 12406,STORE TYPE 23,07753,"40.21,-74.08"
3304,1130779572391097682,RETAILER 1,STORE 04510,STORE TYPE 24,37015,"36.28,-87.08"
3305,1131093918071981172,RETAILER 1,STORE 09393,STORE TYPE 18,34450,"28.83,-82.27"
3306,1131521032535111494,RETAILER 6,STORE 20440,STORE TYPE 23,80021,"39.89,-105.11"
3307,1131864038384325670,RETAILER 1,STORE 16444,STORE TYPE 24,39140,"31.75,-90.02"
3308,1132498069363697737,RETAILER 6,STORE 05839,STORE TYPE 23,77429,"30.00,-95.67"
3309,1132833519316778968,RETAILER 1,STORE 21475,STORE TYPE 15,37737,"35.76,-84.12"
3310,1132906206301664666,RETAILER 1,STORE 08552,STORE TYPE 24,28645,"35.98,-81.55"
3311,1133186312593068694,RETAILER 6,STORE 00041,STORE TYPE 16,22015,"38.79,-77.28"
3312,1133317065351652930,RETAILER 4,STORE 02293,STORE TYPE 14,48326,"42.69,-83.24"
3313,1133553819975638713,RETAILER 1,STORE 23622,STORE TYPE 24,39069,"31.69,-91.04"
3314,1133689447809456880,RETAILER 1,STORE 09604,STORE TYPE 24,53120,"42.80,-88.42"
3315,1133840570067756623,RETAILER 6,STORE 20236,STORE TYPE 03,89108,"36.21,-115.22"
3316,1134571877307002967,RETAILER 1,STORE 22137,STORE TYPE 15,23947,"37.03,-78.44"
3317,1135060216268144444,RETAILER 1,STORE 26312,STORE TYPE 24,30248,"33.35,-84.11"
3318,1135279593710640374,RETAILER 1,STORE 19921,STORE TYPE 24,30240,"33.04,-85.12"
3319,1135371726967796519,RETAILER 6,STORE 28607,STORE TYPE 23,30106,"33.84,-84.63"
3320,1136618160186414946,RETAILER 6,STORE 05933,STORE TYPE 03,93458,"34.96,-120.49"
3321,1137003912531988984,RETAILER 1,STORE 10875,STORE TYPE 24,48768,"43.37,-83.58"
3322,1137182042181090627,RETAILER 1,STORE 32150,STORE TYPE 24,33909,"26.69,-81.95"
3323,1137719039871958155,RETAILER 1,STORE 13715,STORE TYPE 24,38821,"33.98,-88.44"
3324,1138498661965944992,RETAILER 1,STORE 32967,STORE TYPE 24,95987,"39.11,-122.28"
3325,1139005015195475286,RETAILER 1,STORE 12119,STORE TYPE 24,64836,"37.19,-94.28"
3326,1139311715125999778,RETAILER 1,STORE 02233,STORE TYPE 24,76437,"32.40,-99.04"
3327,1139317525746683566,RETAILER 1,STORE 28008,STORE TYPE 24,47454,"38.51,-86.45"
3328,1139632437877547080,RETAILER 4,STORE 13411,STORE TYPE 14,55118,"44.89,-93.10"
3329,1140129014140473228,RETAILER 6,STORE 16765,STORE TYPE 23,72390,"34.55,-90.68"
3330,1141011702444453872,RETAILER 1,STORE 16845,STORE TYPE 24,33542,"28.24,-82.18"
3331,1141687195745218362,RETAILER 1,STORE 19615,STORE TYPE 24,77713,"30.07,-94.25"
3332,1142262214253302705,RETAILER 1,STORE 23091,STORE TYPE 18,29910,"32.22,-80.94"
3333,1143420337187308418,RETAILER 7,STORE 31376,STORE TYPE 20,94553,"37.99,-122.14"
3334,1143591712623181122,RETAILER 6,STORE 13161,STORE TYPE 23,85621,"31.57,-111.38"
3335,1143844820673849402,RETAILER 1,STORE 24822,STORE TYPE 24,79323,"32.95,-102.87"
3336,1144381120270999588,RETAILER 1,STORE 05358,STORE TYPE 24,76086,"32.75,-97.79"
3337,1144928133901762612,RETAILER 1,STORE 32685,STORE TYPE 15,25430,"39.33,-77.94"
3338,1145141171895107910,RETAILER 1,STORE 07473,STORE TYPE 24,65026,"38.32,-92.56"
3339,1145302249141888703,RETAILER 1,STORE 11436,STORE TYPE 24,46347,"41.30,-87.01"
3340,1145416141477001034,RETAILER 1,STORE 30449,STORE TYPE 18,15212,"40.48,-80.05"
3341,1145660385655333564,RETAILER 1,STORE 14079,STORE TYPE 18,48359,"42.72,-83.28"
3342,1145942898298988632,RETAILER 1,STORE 28878,STORE TYPE 24,87415,"36.82,-108.10"
3343,1146281937941376158,RETAILER 6,STORE 18653,STORE TYPE 03,94928,"38.35,-122.69"
3344,1146749695886935001,RETAILER 6,STORE 12636,STORE TYPE 03,75043,"32.86,-96.58"
3345,1146793932152891772,RETAILER 1,STORE 28316,STORE TYPE 24,29638,"34.36,-82.34"
3346,1146885931726958013,RETAILER 1,STORE 04795,STORE TYPE 24,68930,"40.28,-98.42"
3347,1147544466356064508,RETAILER 7,STORE 07537,STORE TYPE 20,10451,"40.82,-73.93"
3348,1147598383625772640,RETAILER 6,STORE 01940,STORE TYPE 23,33983,"27.01,-82.02"
3349,1148326123185650554,RETAILER 1,STORE 32124,STORE TYPE 24,14905,"42.09,-76.84"
3350,1148653341063775637,RETAILER 6,STORE 24028,STORE TYPE 23,33898,"27.84,-81.37"
3351,1149265116407599357,RETAILER 4,STORE 28667,STORE TYPE 14,92336,"34.15,-117.46"
3352,1149380137569172982,RETAILER 6,STORE 23900,STORE TYPE 03,33578,"27.86,-82.35"
3353,1149510775091251970,RETAILER 1,STORE 05045,STORE TYPE 24,86401,"35.13,-113.70"
3354,1149792211714958914,RETAILER 7,STORE 11892,STORE TYPE 20,80501,"40.16,-105.10"
3355,1149923445732418952,RETAILER 6,STORE 28846,STORE TYPE 23,65084,"38.43,-92.86"
3356,1150352354888976011,RETAILER 1,STORE 03380,STORE TYPE 24,73724,"36.05,-98.66"
3357,1150672365809755579,RETAILER 1,STORE 33827,STORE TYPE 24,62035,"38.96,-90.24"
3358,1150693473912973708,RETAILER 1,STORE 08768,STORE TYPE 24,32081,"30.13,-81.41"
3359,1150899524389258638,RETAILER 1,STORE 30521,STORE TYPE 18,73099,"35.53,-97.78"
3360,1150914089835063735,RETAILER 6,STORE 10937,STORE TYPE 23,98520,"46.91,-124.12"
3361,1151134286912257949,RETAILER 1,STORE 17870,STORE TYPE 18,43614,"41.60,-83.63"
3362,1151468082949578671,RETAILER 6,STORE 02250,STORE TYPE 23,33064,"26.28,-80.12"
3363,1152121649552338736,RETAILER 6,STORE 22059,STORE TYPE 23,12804,"43.34,-73.69"
3364,1152712447614418519,RETAILER 1,STORE 33892,STORE TYPE 24,16509,"42.06,-80.04"
3365,1152741106789773638,RETAILER 1,STORE 21128,STORE TYPE 24,29108,"34.31,-81.63"
3366,1153081336894642649,RETAILER 6,STORE 26961,STORE TYPE 23,74133,"36.04,-95.88"
3367,1153120997993403334,RETAILER 1,STORE 20039,STORE TYPE 18,78560,"26.24,-98.49"
3368,1153139177865090888,RETAILER 1,STORE 06678,STORE TYPE 24,82007,"41.08,-104.69"
3369,1153203677343421132,RETAILER 1,STORE 34220,STORE TYPE 24,29526,"33.85,-78.95"
3370,1153381359447851498,RETAILER 4,STORE 16790,STORE TYPE 14,72903,"35.35,-94.36"
3371,1153785162860983331,RETAILER 6,STORE 11176,STORE TYPE 23,17044,"40.58,-77.59"
3372,1153879162956384233,RETAILER 6,STORE 24642,STORE TYPE 23,79936,"31.78,-106.30"
3373,1154258399738837070,RETAILER 4,STORE 06745,STORE TYPE 14,75237,"32.67,-96.87"
3374,1154661622548645057,RETAILER 1,STORE 26508,STORE TYPE 24,46319,"41.53,-87.42"
3375,1155373320101061713,RETAILER 1,STORE 31460,STORE TYPE 24,13634,"44.01,-76.07"
3376,1155423683436190004,RETAILER 7,STORE 13241,STORE TYPE 20,92081,"33.16,-117.24"
3377,1155694037789591932,RETAILER 6,STORE 05703,STORE TYPE 23,32536,"30.76,-86.59"
3378,1156086755911075521,RETAILER 1,STORE 11444,STORE TYPE 24,62468,"39.28,-88.27"
3379,1156306997993840222,RETAILER 1,STORE 27910,STORE TYPE 18,35150,"33.19,-86.24"
3380,1157204111441740317,RETAILER 1,STORE 07375,STORE TYPE 18,79763,"31.80,-102.47"
3381,1157317935213209164,RETAILER 6,STORE 00067,STORE TYPE 23,31211,"32.90,-83.58"
3382,1157643632255794409,RETAILER 7,STORE 28088,STORE TYPE 20,33511,"27.91,-82.30"
3383,1157762738859779519,RETAILER 1,STORE 12973,STORE TYPE 24,54153,"44.90,-87.92"
3384,1158058585689938443,RETAILER 4,STORE 26296,STORE TYPE 14,85302,"33.57,-112.18"
3385,1158955064763137806,RETAILER 1,STORE 32624,STORE TYPE 24,47356,"40.03,-85.51"
3386,1159440953748171541,RETAILER 1,STORE 06069,STORE TYPE 24,37801,"35.66,-84.09"
3387,1159524972891552055,RETAILER 1,STORE 14736,STORE TYPE 18,63301,"38.86,-90.46"
3388,1160541620123222006,RETAILER 1,STORE 00884,STORE TYPE 24,15145,"40.42,-79.82"
3389,1161080257952593451,RETAILER 6,STORE 33547,STORE TYPE 23,30318,"33.79,-84.45"
3390,1161906789000216343,RETAILER 7,STORE 24068,STORE TYPE 20,11550,"40.70,-73.62"
3391,1161918216943349660,RETAILER 6,STORE 16234,STORE TYPE 23,70510,"29.89,-92.19"
3392,1162395699693232673,RETAILER 1,STORE 16176,STORE TYPE 18,43545,"41.39,-84.13"
3393,1162506952682864899,RETAILER 6,STORE 34068,STORE TYPE 23,38462,"35.53,-87.56"
3394,1162588716837899962,RETAILER 1,STORE 26993,STORE TYPE 24,27889,"35.59,-77.00"
3395,1162676141249511919,RETAILER 6,STORE 20138,STORE TYPE 16,91708,"33.95,-117.64"
3396,1162841188001544369,RETAILER 1,STORE 12694,STORE TYPE 24,29360,"34.50,-82.05"
3397,1163433543431585468,RETAILER 1,STORE 01600,STORE TYPE 18,38401,"35.63,-87.02"
3398,1163438554344882201,RETAILER 6,STORE 03622,STORE TYPE 23,21811,"38.32,-75.22"
3399,1163713512298874717,RETAILER 1,STORE 28463,STORE TYPE 24,76522,"31.22,-97.97"
3400,1164200175497961480,RETAILER 6,STORE 16431,STORE TYPE 03,60608,"41.85,-87.67"
3401,1164240808668998998,RETAILER 6,STORE 14442,STORE TYPE 23,75766,"31.94,-95.26"
3402,1164395380349532680,RETAILER 7,STORE 05481,STORE TYPE 20,27278,"36.09,-79.09"
3403,1164632604780126293,RETAILER 1,STORE 25472,STORE TYPE 24,34974,"27.15,-80.95"
3404,1165060581988783192,RETAILER 6,STORE 04156,STORE TYPE 23,29745,"34.99,-81.21"
3405,1165176543672202499,RETAILER 1,STORE 13065,STORE TYPE 24,39429,"31.24,-89.76"
3406,1165769358577153969,RETAILER 6,STORE 11403,STORE TYPE 23,33935,"26.76,-81.43"
3407,1166253496287729280,RETAILER 4,STORE 00229,STORE TYPE 14,60202,"42.03,-87.69"
3408,1166543737033149059,RETAILER 6,STORE 02339,STORE TYPE 23,31210,"32.91,-83.74"
3409,1166638853766839234,RETAILER 1,STORE 03963,STORE TYPE 24,35739,"34.97,-86.79"
3410,1166901157660600366,RETAILER 1,STORE 23015,STORE TYPE 24,35503,"33.94,-87.31"
3411,1167263710147889408,RETAILER 6,STORE 16708,STORE TYPE 23,33990,"26.63,-81.94"
3412,1167451306644929177,RETAILER 1,STORE 17051,STORE TYPE 18,16635,"40.41,-78.50"
3413,1167699300708969662,RETAILER 7,STORE 24048,STORE TYPE 20,97402,"44.05,-123.23"
3414,1167765369403965318,RETAILER 1,STORE 22762,STORE TYPE 24,45844,"40.91,-84.28"
3415,1168324474696970581,RETAILER 1,STORE 03437,STORE TYPE 24,40701,"36.92,-84.16"
3416,1169033447759574191,RETAILER 7,STORE 13868,STORE TYPE 20,33304,"26.14,-80.12"
3417,1169118179929456623,RETAILER 7,STORE 21132,STORE TYPE 20,78249,"29.57,-98.61"
3418,1169153836105257006,RETAILER 1,STORE 15542,STORE TYPE 24,28683,"36.39,-80.91"
3419,1169414698396976484,RETAILER 1,STORE 06924,STORE TYPE 24,48888,"43.31,-85.11"
3420,1169448582377342980,RETAILER 1,STORE 05382,STORE TYPE 24,20650,"38.27,-76.63"
3421,1169466701946243671,RETAILER 1,STORE 05121,STORE TYPE 18,64137,"38.94,-94.54"
3422,1169470302463609614,RETAILER 6,STORE 31322,STORE TYPE 03,36609,"30.66,-88.16"
3423,1169471014500130899,RETAILER 6,STORE 15148,STORE TYPE 23,95901,"39.22,-121.49"
3424,1169646021816074060,RETAILER 6,STORE 03854,STORE TYPE 23,47302,"40.13,-85.38"
3425,1169968721492100130,RETAILER 1,STORE 01712,STORE TYPE 24,77803,"30.68,-96.39"
3426,1170217324417701108,RETAILER 6,STORE 23761,STORE TYPE 23,74011,"35.98,-95.81"
3427,1170347046847698189,RETAILER 1,STORE 27714,STORE TYPE 24,30560,"34.88,-84.20"
3428,1170411385192445584,RETAILER 1,STORE 17345,STORE TYPE 24,28376,"34.99,-79.24"
3429,1170794794383683382,RETAILER 1,STORE 34271,STORE TYPE 18,37091,"35.49,-86.77"
3430,1170828723440115497,RETAILER 1,STORE 05354,STORE TYPE 18,45344,"39.95,-84.01"
3431,1170854366877359454,RETAILER 1,STORE 14816,STORE TYPE 24,66414,"38.83,-95.69"
3432,1170917431291468813,RETAILER 6,STORE 27191,STORE TYPE 23,41102,"38.43,-82.73"
3433,1172199421192504829,RETAILER 1,STORE 18502,STORE TYPE 24,12423,"42.38,-74.11"
3434,1172374928282321302,RETAILER 6,STORE 24752,STORE TYPE 23,35150,"33.19,-86.24"
3435,1173241332853343363,RETAILER 1,STORE 27203,STORE TYPE 24,32327,"30.18,-84.31"
3436,1173516569898415663,RETAILER 1,STORE 10019,STORE TYPE 24,29178,"34.49,-81.61"
3437,1173922592058831313,RETAILER 6,STORE 18010,STORE TYPE 23,39571,"30.42,-89.28"
3438,1174466949329272494,RETAILER 1,STORE 29306,STORE TYPE 24,77662,"30.18,-94.02"
3439,1174733548418584471,RETAILER 1,STORE 06776,STORE TYPE 18,34113,"26.04,-81.73"
3440,1174734257812094743,RETAILER 1,STORE 25344,STORE TYPE 24,13654,"44.58,-75.44"
3441,1174986484883733708,RETAILER 1,STORE 18628,STORE TYPE 24,25053,"38.04,-81.88"
3442,1175071061740847416,RETAILER 7,STORE 17663,STORE TYPE 20,92620,"33.71,-117.75"
3443,1175240780556828964,RETAILER 1,STORE 34305,STORE TYPE 18,70354,"29.45,-90.28"
3444,1175341071649883705,RETAILER 1,STORE 22388,STORE TYPE 18,15216,"40.40,-80.03"
3445,1175476734401138754,RETAILER 4,STORE 16690,STORE TYPE 14,60640,"41.97,-87.66"
3446,1176048632113411040,RETAILER 1,STORE 31941,STORE TYPE 24,85209,"33.38,-111.64"
3447,1176189043050236313,RETAILER 6,STORE 17506,STORE TYPE 23,56716,"47.74,-96.56"
3448,1176346195351457983,RETAILER 1,STORE 17760,STORE TYPE 24,34669,"28.36,-82.61"
3449,1176457798696890555,RETAILER 4,STORE 00798,STORE TYPE 14,30062,"34.01,-84.47"
3450,1176549568251355851,RETAILER 6,STORE 21243,STORE TYPE 23,92057,"33.25,-117.28"
3451,1177062914078789490,RETAILER 1,STORE 17209,STORE TYPE 24,29550,"34.40,-80.08"
3452,1177687410164072373,RETAILER 1,STORE 09998,STORE TYPE 24,31626,"30.78,-83.80"
3453,1177694739209838605,RETAILER 1,STORE 05522,STORE TYPE 18,75080,"32.98,-96.74"
