id_procedimento,nome_procedimento,categoria_procedimento,codigo_tuss,rol_ans,porte,especialidade
316,SESSAO DE QUIMIOTERAPIA,TERAPIA,33221215,S,1,GINECOLOGIA
317,MAMOGRAFIA,EXAME,28418097,S,3,PSIQUIATRIA
318,CIRURGIA CARDIACA,CIRURGIA,43727112,S,ESPECIAL,PSIQUIATRIA
319,RESSONANCIA MAGNETICA,EXAME,32657266,S,1,CARDIOLOGIA
320,AVALIACAO MULTIDISCIPLINAR,CONSULTA,27760757,S,ESPECIAL,NEUROLOGIA
321,CESARIANA,CIRURGIA,12032452,N,ESPECIAL,GINECOLOGIA
322,SESSAO DE PSICOTERAPIA,TERAPIA,26433478,N,3,OFTALMOLOGIA
323,CONSULTA ELETIVA,CONSULTA,20608599,N,4,OFTALMOLOGIA
324,INTERNACAO EM UTI,INTERNACAO,32829936,S,3,ONCOLOGIA
325,SESSAO DE PSICOTERAPIA,TERAPIA,18775567,S,ESPECIAL,DERMATOLOGIA
326,CONSULTA DE URGENCIA,CONSULTA,26222753,N,1,GINECOLOGIA
327,INTERNACAO EM UTI,INTERNACAO,19454138,S,1,GINECOLOGIA
328,INTERNACAO PSIQUIATRICA,INTERNACAO,38060547,S,2,ONCOLOGIA
329,CESARIANA,CIRURGIA,30985943,S,2,OFTALMOLOGIA
330,COLECISTECTOMIA,CIRURGIA,43471197,S,4,CLINICA MEDICA
331,CONSULTA PRE-OPERATORIA,CONSULTA,43919803,N,2,PEDIATRIA
332,APENDICECTOMIA,CIRURGIA,13265392,S,3,OFTALMOLOGIA
333,CESARIANA,CIRURGIA,41580549,S,ESPECIAL,CLINICA MEDICA
334,CONSULTA PRE-OPERATORIA,CONSULTA,18988221,S,3,NEUROLOGIA
335,SESSAO DE FISIOTERAPIA,TERAPIA,36882577,S,ESPECIAL,DERMATOLOGIA
336,ELETROCARDIOGRAMA,EXAME,47126162,S,1,NEUROLOGIA
337,COLECISTECTOMIA,CIRURGIA,46900284,S,ESPECIAL,PSIQUIATRIA
338,CONSULTA DE RETORNO,CONSULTA,16488184,N,3,ONCOLOGIA
339,APENDICECTOMIA,CIRURGIA,19681618,S,ESPECIAL,DERMATOLOGIA
340,INTERNACAO PSIQUIATRICA,INTERNACAO,12701461,S,1,ORTOPEDIA
341,SESSAO DE PSICOTERAPIA,TERAPIA,44851828,N,2,PSIQUIATRIA
342,ARTROPLASTIA DE QUADRIL,CIRURGIA,32009415,S,2,NEUROLOGIA
343,CESARIANA,CIRURGIA,30081276,S,ESPECIAL,DERMATOLOGIA
344,COLECISTECTOMIA,CIRURGIA,47777207,S,4,CLINICA MEDICA
345,SESSAO DE HEMODIALISE,TERAPIA,17355439,N,ESPECIAL,GINECOLOGIA
346,AVALIACAO MULTIDISCIPLINAR,CONSULTA,41849210,S,ESPECIAL,PSIQUIATRIA
347,HEMOGRAMA COMPLETO,EXAME,49159584,N,2,DERMATOLOGIA
348,COLECISTECTOMIA,CIRURGIA,19917059,S,1,PSIQUIATRIA
349,CONSULTA DE RETORNO,CONSULTA,11270865,N,3,NEUROLOGIA
350,GLICEMIA DE JEJUM,EXAME,23682939,N,ESPECIAL,PSIQUIATRIA
351,INTERNACAO CLINICA,INTERNACAO,19266558,S,ESPECIAL,ONCOLOGIA
352,INTERNACAO PSIQUIATRICA,INTERNACAO,35288282,S,2,OFTALMOLOGIA
353,APENDICECTOMIA,CIRURGIA,46659775,S,3,PSIQUIATRIA
354,INTERNACAO EM UTI,INTERNACAO,26543619,S,ESPECIAL,GINECOLOGIA
355,ULTRASSONOGRAFIA,EXAME,29394739,S,4,ONCOLOGIA
356,INTERNACAO PEDIATRICA,INTERNACAO,47613685,S,3,CARDIOLOGIA
357,CESARIANA,CIRURGIA,46452922,N,4,ONCOLOGIA
358,ULTRASSONOGRAFIA,EXAME,12823034,S,1,ONCOLOGIA
359,INTERNACAO PEDIATRICA,INTERNACAO,42150465,S,2,DERMATOLOGIA
360,SESSAO DE FONOAUDIOLOGIA,TERAPIA,28228208,S,1,PSIQUIATRIA
361,ARTROPLASTIA DE QUADRIL,CIRURGIA,26271083,S,ESPECIAL,PEDIATRIA
362,HEMOGRAMA COMPLETO,EXAME,16724171,N,3,OFTALMOLOGIA
363,CONSULTA DE RETORNO,CONSULTA,10347720,S,4,OFTALMOLOGIA
364,INTERNACAO EM UTI,INTERNACAO,29276688,S,3,CLINICA MEDICA
365,AVALIACAO MULTIDISCIPLINAR,CONSULTA,25584033,S,2,NEUROLOGIA
366,HEMOGRAMA COMPLETO,EXAME,36641854,N,2,GINECOLOGIA
367,CONSULTA ELETIVA,CONSULTA,30024762,S,3,GINECOLOGIA
368,INTERNACAO PSIQUIATRICA,INTERNACAO,45186421,N,2,DERMATOLOGIA
369,INTERNACAO PEDIATRICA,INTERNACAO,22939353,S,3,ORTOPEDIA
370,INTERNACAO PEDIATRICA,INTERNACAO,22495608,S,3,GINECOLOGIA
371,CESARIANA,CIRURGIA,22962834,S,ESPECIAL,NEUROLOGIA
372,INTERNACAO PSIQUIATRICA,INTERNACAO,32006785,S,4,CARDIOLOGIA
373,RESSONANCIA MAGNETICA,EXAME,42041402,S,2,CLINICA MEDICA
374,SESSAO DE PSICOTERAPIA,TERAPIA,25805563,N,3,ONCOLOGIA
375,SESSAO DE FONOAUDIOLOGIA,TERAPIA,48445148,S,3,ONCOLOGIA
376,HEMOGRAMA COMPLETO,EXAME,17933935,N,3,ORTOPEDIA
377,INTERNACAO PSIQUIATRICA,INTERNACAO,30869376,S,3,ONCOLOGIA
378,ARTROPLASTIA DE QUADRIL,CIRURGIA,24705471,S,4,ORTOPEDIA
379,INTERNACAO PSIQUIATRICA,INTERNACAO,35073538,N,ESPECIAL,OFTALMOLOGIA
380,CESARIANA,CIRURGIA,24657355,S,ESPECIAL,CARDIOLOGIA
381,COLECISTECTOMIA,CIRURGIA,45445098,S,1,PSIQUIATRIA
382,CONSULTA ELETIVA,CONSULTA,46752118,S,ESPECIAL,DERMATOLOGIA
383,RESSONANCIA MAGNETICA,EXAME,32019601,N,1,PEDIATRIA
384,COLECISTECTOMIA,CIRURGIA,16102990,N,1,OFTALMOLOGIA
385,MAMOGRAFIA,EXAME,37878671,N,ESPECIAL,CLINICA MEDICA
386,COLECISTECTOMIA,CIRURGIA,30680909,S,4,GINECOLOGIA
387,CONSULTA DE RETORNO,CONSULTA,48809812,S,1,NEUROLOGIA
388,SESSAO DE FISIOTERAPIA,TERAPIA,46316867,S,1,OFTALMOLOGIA
389,CONSULTA DE URGENCIA,CONSULTA,37438595,S,2,NEUROLOGIA
390,SESSAO DE PSICOTERAPIA,TERAPIA,40100817,N,4,CARDIOLOGIA
391,ARTROPLASTIA DE QUADRIL,CIRURGIA,33338442,S,2,DERMATOLOGIA
392,INTERNACAO PSIQUIATRICA,INTERNACAO,18546118,S,1,CLINICA MEDICA
393,SESSAO DE PSICOTERAPIA,TERAPIA,46537108,N,ESPECIAL,NEUROLOGIA
394,TOMOGRAFIA COMPUTADORIZADA,EXAME,40912039,S,2,GINECOLOGIA
395,RAIO-X DE TORAX,EXAME,12162067,N,ESPECIAL,CLINICA MEDICA
396,TOMOGRAFIA COMPUTADORIZADA,EXAME,14515816,S,ESPECIAL,CLINICA MEDICA
397,INTERNACAO PSIQUIATRICA,INTERNACAO,13266612,S,1,NEUROLOGIA
398,INTERNACAO EM UTI,INTERNACAO,46222667,S,1,ORTOPEDIA
399,APENDICECTOMIA,CIRURGIA,25714313,S,ESPECIAL,PSIQUIATRIA
400,SESSAO DE QUIMIOTERAPIA,TERAPIA,30251068,S,ESPECIAL,PEDIATRIA
